foto,nome,nome_citacoes,pais_nascimento,endereco,formacao_academica,formacao_complementar,atuacao_profissional
http://servicosweb.cnpq.br/wspessoa/servletrecuperafoto?tipo=1&id=K4328757U5,Renato Miranda Filho,"MIRANDA FILHO, R.;MIRANDA, RENATO;MIRANDA FILHO, RENATO;FILHO, RENATO MIRANDA",Brasil,"Instituto Federal Minas Gerais, Instituto Federal de Minas - Campus Sabará.
Rodovia MGC ? 262, s/n, KM 10
Sobradinho
34590390 - Sabará, MG - Brasil
Telefone: (31) 21029370
URL da Homepage: https://www.ifmg.edu.br/sabara/","2017 - 2023: Doutorado em Ciências da Computação.
Universidade Federal de Minas Gerais, UFMG, Brasil.
Título: Explaining Regression Models Predictions, Ano de obtenção: 2023.
Orientador: Gisele Lobo Pappa.
Palavras-chave: Regressão; Explicação; Interpretabilidade. | 2012 - 2014: Mestrado em Ciências da Computação.
Universidade Federal de Minas Gerais, UFMG, Brasil.
Título: Um arcabouço para pesquisas de opinião em redes sociais

, Ano de Obtenção: 2014.
Orientador: Gisele Lobo Pappa.
Bolsista do(a): Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES, Brasil. | 2021 - 2021: Especialização em Docência no ensino superior. (Carga Horária: 400h).
Faculdade UniBF, UNIBF, Brasil.
Título: -. | 2020 - 2020: Especialização em Docência no ensino médio-técnico. (Carga Horária: 440h).
Faculdade UniBF, UNIBF, Brasil.
Título: Sala de aula invertida: Um projeto de intervenção pedagógica em cursos técnicos em informática.
Orientador: Adival José Reinert Junior. | 2007 - 2011: Graduação em Engenharia de Computação.
Centro Federal de Educação Tecnológica de Minas Gerais, CEFET/MG, Brasil.
Título: Sistema de apoio a diagnósticos médicos orientado pelo paradigma da Web 2.0.
Orientador: Adriano César Machado Pereira. | 2003 - 2005: Ensino Médio (2º grau).
Escola Estadual Olegário Maciel, O.%20M., Brasil.","2014 - 2014: Fundamentos de redes. (Carga horária: 35h).
Fundação Bradesco, BRADESCO, Brasil. | 2014 - 2014: Aplicações Windows Mobile. (Carga horária: 12h).
Fundação Bradesco, BRADESCO, Brasil. | 2004 - 2004: Montagem e configuração de rede de pequeno porte. (Carga horária: 33h).
Serviço Nacional de Aprendizagem Comercial - SENAC Minas, SENAC/MG, Brasil. | 2004 - 2004: Programação e hardware. (Carga horária: 24h).
Serviço Nacional de Aprendizagem Comercial - SENAC Minas, SENAC/MG, Brasil. | 2004 - 2004: Hardware completo. (Carga horária: 66h).
Serviço Nacional de Aprendizagem Comercial - SENAC Minas, SENAC/MG, Brasil.","2014 - Atual: Vínculo: Servidor Público, Enquadramento Funcional: Professor, Regime: Dedicação exclusiva. | 4/2024 - Atual: Conselhos, Comissões e Consultoria, Instituto Federal de Minas - Campus Sabará. | 03/2024 - Atual: Direção e administração, Instituto Federal de Minas - Campus Sabará. | 01/2024 - Atual: Conselhos, Comissões e Consultoria, Instituto Federal de Minas - Campus Sabará. | 01/2024 - Atual: Conselhos, Comissões e Consultoria, Instituto Federal de Minas - Campus Sabará. | 12/2023 - Atual: Direção e administração, Instituto Federal de Minas - Campus Sabará. | 1/2022 - Atual: Conselhos, Comissões e Consultoria, Instituto Federal de Minas - Campus Sabará. | 9/2021 - Atual: Conselhos, Comissões e Consultoria, Instituto Federal de Minas - Campus Sabará. | 6/2021 - Atual: Conselhos, Comissões e Consultoria, Instituto Federal de Minas - Campus Sabará. | 3/2020 - Atual: Conselhos, Comissões e Consultoria, Instituto Federal de Minas - Campus Sabará. | 08/2015 - Atual: Ensino, Sistemas de Informação, Nível: Graduação | 02/2015 - Atual: Ensino, | 2/2016 - 6/2017: Direção e administração, Instituto Federal de Minas Gerais - Campus Sabará. | 10/2015 - 6/2017: Conselhos, Comissões e Consultoria, Instituto Federal de Minas Gerais - Campus Sabará. | 10/2015 - 6/2017: Conselhos, Comissões e Consultoria, Instituto Federal de Minas Gerais - Campus Sabará. | 3/2015 - 6/2017: Conselhos, Comissões e Consultoria, Instituto Federal de Minas Gerais - Campus Sabará. | 07/2016 - 12/2016: Conselhos, Comissões e Consultoria, Instituto Federal de Minas Gerais - Campus Betim. | 07/2016 - 10/2016: Conselhos, Comissões e Consultoria, Instituto Federal de Minas Gerais - Campus Sabará. | 8/2014 - 6/2016: Conselhos, Comissões e Consultoria, Instituto Federal de Minas Gerais - Campus Sabará. | 01/2015 - 1/2016: Direção e administração, Instituto Federal de Minas Gerais - Campus Sabará. | 02/2015 - 07/2015: Ensino, Sistemas de Informação, Nível: Graduação | 08/2014 - 12/2014: Ensino, Sistemas de Informação, Nível: Graduação | 2014 - 2014: Vínculo: Bolsista, Enquadramento Funcional: Pesquisador | Outras informações: Bolsista de Desenvolvimento Tecnológico Industrial do CNPq - Nível 3 | 2012 - 2014: Vínculo: Bolsista, Enquadramento Funcional: Aluno de mestrado, Regime: Dedicação exclusiva. | Outras informações: Bolsista da Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES). | 2013 - 2013: Vínculo: Estágio em Docência, Enquadramento Funcional: - | Outras informações: Disciplina: Introdução a Banco de Dados | 2011 - 2011: Vínculo: Colaborador, Enquadramento Funcional: Estagiário, Carga horária: 36 | Outras informações: 1. Administração de sistemas operacionais Unix 2. Desenvolvimento de site, utilizando a linguagem PHP e banco de dados Oracle, para o gerenciamento dos servidores administrados 3. Desenvolvimento de scripts de coleta de dados dos servidores administrados | 2010 - 2011: Vínculo: Bolsista, Enquadramento Funcional: Iniciação Científica, Carga horária: 20 | 2009 - 2010: Vínculo: Bolsista, Enquadramento Funcional: Iniciação Científica, Carga horária: 20"
